"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","팩스번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도","담당자이메일","도서관 소개","설립연도","회원가입요건","대출안내","교통편","층별 설명"
"889","소나무언덕4호작은도서관","0009","송파구","서울특별시 송파구 송이로 34 구 송파2동치안센터","02-419-5100","419-8822","http://www.splib.or.kr","평일 : 09:00~22:00 주말 : 09:00~22:00","매주 월요일 및 법정공휴일","작은도서관","37.50221953","127.1168475","","안녕하세요! 책읽는 송파 소나무언덕 4호 작은도서관에 오신 것을 환영합니다.     소나무언덕4호 작은도서관은 송파2동에 위치한 도서관으로 2010년 5월 31일에 개관하였고 매주 화요일부터 일요일  오전 9시부터 저녁 10시까지 운영되고 있습니다.     유아용 도서에서 아동 청소년 일반용 도서까지 다양한 분야의 장서를  갖추고 있으며 지역특성을 반영한 다양한 강좌도 진행이 되고 있습니다.     소나무언덕4호 작은도서관은  책과 함께 꿈과 희망을 키울 수 있는 평생교육시설로서  주민들과 함께 지역의 대표적인 교육문화 공간으로 발전하고 있습니다.     송파구 주민들에게 다양한 기회를 제공하는 정보의 장이 될 수 있도록   꾸준한 관심과 이용 부탁드립니다. ","20100531","","","",""
"890","소나무언덕잠실본동도서관","0009","송파구","서울특별시 송파구 탄천동로 205 (잠실빗물펌프장 관사동 12층)","02-412-0750","02-412-0760","http://www.splib.or.kr","하절기(4월~10월) 평일주말 : 09:00~19:00 동절기(11월~3월) 평일주말 : 09:00~18:00","매주 월요일 및 법정공휴일","공공도서관","37.50309253","127.0788491","","환영합니다! 여러분의 꿈 공작소 소나무언덕 잠실본동 작은도서관입니다.<p>     소나무언덕 잠실본동 작은도서관은 송파구 빗물펌프장 관사동에<p>  위치하고 있으며 2011년 11월 송파구청이 설립하였습니다.<p>     동절기에는 9시부터 18시까지 하절기에는 9시부 19시까지 운영하고 있으며<p>  아이들에게는 호기심과 상상력을 청소년들에게는 진로 탐색과 풍부한 감수성을<p> 성인에게는 의미 있는 여가시간을 제공하기 위해 노력하고 있습니다.<p>     다양한 문화프로그램 진행을 통해 어렸을 때부터 책과 친해질 수 있는 기회를<p>  제공하고 있으며 독서와 함께 하는 삶의 풍요로움을 느낄 수 있기를 바랍니다.<p>     우리 도서관을 찾아주시는 여러분의 성원에 감사드리며<p> 앞으로 더 많은 이용과 관심 부탁드립니다.<p> 한번 오면 다시 찾고 싶은 도서관이 되도록 노력하겠습니다 ","20111116"," 서울시민 및 서울소재 직장 재직자 및 학교 재학생 ","1관당 3권 이내(총25권) 기본 14일 연기 7일 ","",""
"2521","송파 꿈꾸는 작은도서관","0009","송파구","서울특별시 송파구 동남로 341 송파레미니스 2단지 주민공동시설 1의 2층 ","","","없음","평일 : 13:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.5066307","127.1352373","","","","","","",""
"633","송파1동새마을문고","0009","송파구","서울특별시 송파구 백제고분로392 송파1동주민센터 2층 ","02-420-7758","","http://songpa1.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.50625438","127.1093064","","","1994","","","",""
"634","송파2동새마을문고","0009","송파구","서울특별시 송파구 송이로 32 송파2동주민센터 2층","02-416-7144","","http://songpa2.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.50231606","127.1167353","","","19940101","","","",""
"1385","송파글마루도서관","0009","송파구","서울특별시 송파구 충민로 120","02-449-8855","02-449-7755","http://www.splib.or.kr","평일 : 09:00~22:00 주말 : 09:00~22:00","매주 월요일 법정공휴일(일요일 제외)","공공도서관","37.4808353","127.1304785","","","20131025"," 서울시민 및 서울소재 직장 재직자 및 학교 재학생 ","1관당 3권 이내(총25권) 기본 14일 연기 7일","",""
"2094","송파꿈에그린작은도서관","0009","송파구","서울특별시 송파구 위례광장로 121 2401동 1층","02-406-3114","","없음","평일 : 10:00~17:00 주말 : 10:00~16:00","일요일","작은도서관","37.47475906","127.1392698","","","","","","",""
"111","송파어린이도서관","0009","송파구","서울특별시 송파구 올림픽로 105 (잠실동 19-6)","02-418-0303","02-418-0358","http://www.splib.or.kr","평일 : 09:00~18:00 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","공공도서관","37.51210257","127.0823945","","어서오세요! 여기는 여러분의 책 쉼터 송파어린이도서관입니다. 아침부터 저녁 늦게까지 학교 학원 수업에 어깨가 축 처진 아이들을 보면 가슴이 무겁습니다. 하루 종일 신나게 뛰어 놀아도 기운이 남아 말썽을 더 피워야 직성이 풀리는 나이인데 만사가 귀찮은 듯 무기력하기만 합니다. 아이들에게 쉴 틈을 줍시다. 놀다가 좀 다치더라도 자라는 과정이겠거니 하고 멀리서 지켜만 봅시다. 지나치게 간섭해서 스스로 성잘할 수 있는 기회를 빼앗지 맙시다. 아이들은 놀면서 배우고 수많은 시행착오를 거쳐 가며 스스로 놀라운 발전을 합니다.  송파어린이도서관은 어린이 여러분의 행복한 책 방앗간입니다. 늘 밝은 모습으로 힘차게 여러분의 푸른 꿈을 쑥쑥 키워나가길 희망합니다.","20090430"," 서울시민 및 서울소재 직장 재직자 및 학교 재학생 ","1관당 3권 이내(총25권) 기본 14일 연기 7일 ","[지하철] 2호선 신천역 5번 출구. [버스] (그린) 2415 3217 3412 3414 3415 3418 3422 4318        (블루) 301 333 341 342 360 362 730 8362 6431","지상 1층 - 꼬마책나라 (취학 전 어린이 자료실) 지상 2층 - 어린이책나라 (취학 어린이 자료실) 지상 3층 - 물동그라미 극장 사무실 지하 1층 - 우렁각시방 아롱다롱방 보존서고"
"891","송파어린이영어도서관","0009","송파구","서울특별시 송파구 오금로 1(신천동) 신천빗물펌프장 4~5층","02-415-3567","02-415-3569","http://www.splib.or.kr","평일 : 09:00~18:00 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","공공도서관","37.5223926038778","127.102983014327","","송파 어린이영어 작은도서관은 책과 함께 어린이들의 꿈이 자라는 공간입니다. <p> 수준별 주제별로 분류된 영어자료 및 영어독서능력진단에 의한<p>   맞춤형 영어독서를 지원합니다. <p> 영어도서관 특성을 활용한 양질의 영어독서진흥 프로그램 제공 및 운영으로 <p>  영어독서 생활화를 유도하며 영어를 상용화 할 수 있는 영어친화적 도서관 환경을 <p>  조성하고 있습니다.<p><p><p>     We Welcome you all~ !<p><p><p>     소중한 꿈을 키워나갈 수 있는 송파 어린이영어 작은 도서관으로 어린이 여러분을 초대합니다. <p><p>     The reading party starts right here with books ~~ !<p> ","20111228"," 서울시민 및 서울소재 직장 재직자 및 학교 재학생 ","1관당 3권 이내(총25권) 기본 14일 연기 7일","",""
"1970","송파위례도서관","0009","송파구","서울특별시 송파구 장지동 위례광장로 210 위례동복합청사 4 5층","02-402-3003","","http://www.splib.or.kr","평일 : 화~금:09:00~22:00 주말 : 09:00~22:00","매주 월요일 및 법정공휴일","공공도서관","37.48116507","127.1439372","","","","","","",""
"1565","송파파크데일1단지도서관","0009","송파구","서울특별시 송파구 성내천로37길 37 송파파크데일1단지 582","02-407-1998","02-409-1998","없음","평일 : 13:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.49847753","127.1598321","","","20121210","","","",""
"2522","송파한라비발디작은도서관(위례22단지)","0009","송파구","서울특별시 송파구 위례광장로 163 아파트관리사무소 아파트 관리사무소(위례동 주민센터 옆)","02-449-2210","","http://cafe.daum.net/werye22","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.47966715","127.1393219","","","","","","",""
"1549","스토리빈작은도서관","0009","송파구","서울특별시 송파구 중대로 56 국제빌딩 2층 203호 ","02-3012-3059","","없음","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.49118233","127.1151209","","","20131212","","","",""
"1891","스토리지작은영어도서관","0009","송파구","서울특별시 송파구 문정로13길 15 102","02-448-9183","","없음","평일 : 08:00~19:00 주말 : 09:00~15:00","일요일 법정공휴일","작은도서관","37.4942737","127.134902","","","","","","",""
"1551","아름다운꿈작은도서관","0009","송파구","서울특별시 송파구 마천로 305 3층 3층","02-3402-1357","02-407-3402","cafe.naver.com/bdhbd","평일 : 10:00~22:00 주말 : 10:00~22:00","일요일","작은도서관","37.49579305","127.1499774","","","20130827","","","",""
"618","예꿈틀어린이도서관","0009","송파구","서울특별시 송파구 오금로46길 28 중원빌딩3층 ","02-2203-3927","","http://cafe.naver.com/yekkumtllibrary","평일 : 14:00~20:00 주말 : 10:00~14:00","일요일","작은도서관","37.49526348","127.1343478","","","20090904","","","",""
"1552","예인작은도서관","0009","송파구","서울특별시 송파구 문정로11길 16 신안빌라상가 2층 201호 ","070-8624-0607","","없음","평일 : 13:00~17:00 주말 : 13:00~17:00","매주 화요일토요일","작은도서관","37.57174834","126.8232974","","","20131120","","","",""
"2523","오금동새마을문고(오동나무작은도서관)","0009","송파구","서울특별시 송파구 중대로25길 5 오금동주민센터 2층 ","02-401-2910","","http://ogeum.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.50471274","127.1418199","","","","","","",""
"631","오륜동새마을문고","0009","송파구","서울특별시 송파구 양재대로 1232 오륜동주민센터 3층 ","02-401-6302","","http://oryun.songpa.go.kr","평일 : 13:00~21:00 주말 : 09:00~21:00","법정공휴일","작은도서관","37.51544723","127.1343264","","","19900101","","","",""
"2524","우리 작은도서관","0009","송파구","서울특별시 송파구 마천로41길17 3층(영흥교회) 3층","02-400-0701","","없음","평일 : 13:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.4972446","127.1474438","","","","","","",""
"1758","울산의대아산의학도서관","0009","송파구","서울특별시 송파구 올림픽로43길 88 아산병원 아산교육연구관 내","02-3010-4225","","aml.amc.seoul.kr","평일 : 08:30~24:00 주말 : 08:30~17:30","일요일 법정공휴일","","37.52636373","127.1079574","","","","","X","",""
"1660","은송愛書家작은도서관","0009","송파구","서울특별시 송파구 올림픽로49길 8 지하1층 ","02-474-2563","","https://cafe.naver.com/jansukee/12","평일 : 13:00~17:00 주말 : 13:00~17:00","매주 화요일토요일","작은도서관","37.53049393","127.1195898","","","","","","",""
"619","이사랑나눔도서관","0009","송파구","서울특별시 송파구 마천로 291(마천동) 거여제일교회 마천빌딩 3층","02-401-2822","401-2821","http://cafe.daum.net/songpa2009","평일 : 10:30~18:30 주말 : 11:00~15:00","일요일","작은도서관","37.4968488975777","127.148851308167","","","20091120","","","",""
"644","잠실3동새마을문고","0009","송파구","서울특별시 송파구 잠실로 51-29 잠실3동주민센터 2층 ","02-416-3942","","http://jamsil3.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.51330132","127.0941042","","","19940101","","","",""
"645","잠실4동새마을문고","0009","송파구","서울특별시 송파구 올림픽로35길 16 잠실4동주민센터 2층 ","02-3431-8354","","http://jamsil4.songpa.go.kr","평일 : 11:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.52015847","127.1122307","","","19940101","","","",""
"2525","잠실6동새마을문고(장미마을작은도서관)","0009","송파구","서울특별시 송파구 올림픽로35길 120 잠실6동주민센터 3층 ","02-3431-4870","","http://jamsil6.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.51811765","127.1006386","","","","","","",""
"647","잠실7동새마을문고","0009","송파구","서울특별시 송파구 올림픽로4길 17 송파문화원 1층 ","02-412-2764","","http://jamsil7.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.50867282","127.0770893","","","19940101","","","",""
"1656","잠실본동새마을문고","0009","송파구","서울특별시 송파구 백제고분로15길 9 잠실본동주민센터 1층 ","02-416-8198","","http://jamsilbon.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.50614091","127.084327","","","","","","",""
"2092","잠실참좋은작은도서관","0009","송파구","서울특별시 송파구 올림픽로 145 리센츠상가 5층 22호 ","02-412-0691","","없음","평일 : 09:00~17:00 주말 : 휴관일","토일","작은도서관","37.51198105","127.0870421","","","","","","",""
"642","장지동새마을문고","0009","송파구","서울특별시 송파구 새말로19길 6 장지동주민센터 2층 ","02-401-4484","","http://jangji.songpa.go.kr","평일 : 14:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.48696736","127.1324391","","","19960101","","","",""
"611","주님의교회문고","0009","송파구","서울특별시 송파구 올림픽로4길 16 주님의 교회 5층 ","02-416-5181","","http://www.pcltv.org","평일 : 10:00~16:00 주말 : 10:00~16:00","월요일","작은도서관","37.50921317","127.0725773","","","20060814","","","",""
"1555","즐거운가작은도서관","0009","송파구","서울특별시 송파구 새말로 149-1(문정동) 지층","070-4192-1318","02-404-1318","없음","평일 : 13:00~21:00 주말 : 13:00~17:00","일요일","작은도서관","37.4843794476544","127.130125452214","","","20131218","","","",""
"1843","지샘터올림픽공원도서관","0009","송파구","서울특별시 송파구 올림픽로 424(방이동) 스포츠비즈홀 1층","02-2180-3578","","http://lib.kspo.or.kr","평일 : 09:00~19:00 주말 : 09:00~18:00","매주 월요일 법정공휴일","공공도서관","37.51225244","127.1135035","","","","","","",""
"1894","참벗영어작은도서관","0009","송파구","서울특별시 송파구 백제고분로46길 20 3층","02-414-8927","","없음","평일 : 09:00~18:00 주말 : 휴관일","토일","작은도서관","37.50775208","127.1131965","","","","","","",""
"1556","참좋은작은도서관","0009","송파구","서울특별시 송파구 송이로 26길 16-68 지층","02-409-1070","","없음","평일 : 10:00~15:00 주말 : 휴관일","토요일일요일","작은도서관","37.49359948","127.1222042","","","20141230","","","",""
"1661","책과의어울림금호작은도서관","0009","송파구","서울특별시 송파구 송파대로 32길 15 금호아파트 106동 1층(가락동)","02-407-3589","","없음","평일 : 10:00~17:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.49590903","127.1168819","","","","","","",""
"615","책읽는나무의자","0009","송파구","서울특별시 송파구 토성로19길 7 지하","02-471-2310","","없음","평일 : 13:00~18:00 주말 : 11:00~15:00","매주 일요일","작은도서관","37.52928979","127.1179357","","","20080807","","","",""
"1892","푸른도서관","0009","송파구","서울특별시 송파구 위례광장로 185","409-9280","","","평일 : 10:00~17:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.50108096","126.9336234","","","","","","",""
"2526","풍납1동새마을문고(바람드리작은도서관)","0009","송파구","서울특별시 송파구 천호대로152길 7 풍납1동주민센터 솔바람복지관1층","02-477-4221","","http://pungnap1.songpa.go.kr","평일 : 13:00~17:00 주말 : 휴관일","토일법정공휴일","작은도서관","37.53806987","127.1220726","","","","","","",""
"2062","하늘꿈작은도서관","0009","송파구","서울특별시 송파구 오금로 473","02-443-2046","","","평일 : 10:00~18:00 주말 : 휴관일","토일월요일","작은도서관","37.54902225","126.8344231","","","","","","",""
"2527","하품작은도서관","0009","송파구","서울특별시 송파구 새말로 6길 5 송파교회(문정동71-5) ","","","없음","평일 : 13:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.4822534","127.1239427","","","","","","",""
"1662","한국근현대사작은도서관","0009","송파구","서울특별시 송파구 중대로20길 51 지하1층","070-8154-2000","","http://cafe.naver.com/koreasotry","평일 : 14:00~18:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.49615684","127.1306745","","","","","","",""
"1761","한성백제박물관정보자료실","0009","송파구","서울특별시 송파구 위례성대로 71 한성백제박물관 지하2층","02-2152-5861","","http://baekjemuseumlib.seoul.go.kr/","평일 : 09:00~18:00 주말 : 09:00~18:00","일요일 법정공휴일","","37.5154282","127.1208007","","","","","X(열람 및 복사 가능. 복사지 미제공)","",""
"1557","한아람작은도서관","0009","송파구","서울특별시 송파구 성내천로47길 38 송파파크데일2단지 607","02-430-1998","","없음","평일 : 13:00~17:00 주말 : 13:00~17:00","일요일","작은도서관","37.4965529","127.1577896","","","20131212","","","",""
"2528","헬리오시티작은도서관","0009","송파구","서울특별시 송파구 송파대로 345 (407동 지하 관리사무소옆 에듀존)  지하","02-403-8330","","없음","평일 : 13:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.4984398","127.1062278","","","","","","",""
"2529","7단지 작은도서관","0002","양천구","서울특별시 양천구 목동로 212(목동) ","02-2646-2367","","","평일 : 13;00~17:30","토일공휴일","작은도서관","37.52816409","126.867022","","","","","","",""
"2531","K-Culture 작은도서관","0002","양천구","서울특별시 양천구 목동로3길 57 ","02-2646-0365","","","평일:10:00~17:00","토일.공휴일","작은도서관","37.5104483","126.8618164","","","","","","",""
"1408","갈산도서관","0002","양천구","서울특별시 양천구 목동남로4길 48","02-2649-2732","","http://lib.yangcheon.go.kr/","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 월요일 법정공휴일","공공도서관","37.50898517","126.8671394","","안녕하세요. <p> 갈산도서관 입니다.","20141002","","","",""
"2532","강서성결 어린이도서관","0002","양천구","서울특별시 양천구 월정로19길 11(신월동) ","02-2694-0205","","","평일 : 10:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.52889327","126.8376663","","","","","","",""
"2533","강서제일 어린이 도서관","0002","양천구","서울특별시 양천구 화곡로10길 19(신월동) ","02-2601-1271070-5001-4115","","","평일 : 13:00~17:00 주말 : 09:00~14:00","월화요일","작은도서관","37.53788877","126.8314886","","","","","","",""
"650","개울건강도서관","0002","양천구","서울특별시 양천구 중앙로52길 56","02-2696-8910","02-2696-8909","http://lib.yangcheon.go.kr/","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 일요일 및 법정 공휴일","공공도서관","37.52597157","126.8565997","","","20090720"," 서울시민 또는 서울 소재 직장 재직자 초등학생 이상 ","3권 이내 기본 14일 연기 7일","",""
"2534","고맙습니다 신정3동 작은도서관","0002","양천구","서울특별시 양천구 중앙로 209 신정3동주민센터 2층","02-2699-6855","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00 토요일 : 10:00~14:00","일 법정공휴일","작은도서관","37.51515003","126.8547908","","","","","","",""
"2535","고운달작은도서관","0002","양천구","서울특별시 양천구 곰달래로1길 38 신월1동주민센터 2층","02-2620-4069","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00","토일법정공휴일","작은도서관","37.5327627","126.8293463","","","","","","",""
"2536","고운맘작은도서관","0002","양천구","서울특별시 양천구 중앙로53길 47 신월2동주민센터 2층","02-2694-5454","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00 토요일 : 10:00~14:00","일 법정공휴일","작은도서관","37.5226094","126.8454888","","","","","","",""
"2537","그루터기","0002","양천구","서울특별시 양천구 신정이펜2로 55 ","02-2606-0289","","","월수금 : 14:00~18:00 화목:11:00~17:00 토 : 11:00~13:00","일요일공휴일","작은도서관","37.5399609","126.8249719","","","","","","",""
"2539","글바라기 (이펜1)","0002","양천구","서울특별시 양천구 신정이펜1로 99(신정동) ","02-2601-0798","","","평일 : 14:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.51017141","126.8299397","","","","","","",""
"1484","기쁨을나누는작은도서관","0002","양천구","서울특별시 양천구 월정로 62(신월동) ","02-2692-2369","","","평일 : 09:00~18:00 주말 : 09:00~18:00","없음","작은도서관","37.52517302","126.841513","","","20140922","","","",""
"2690","깐 작은도서관","0002","양천구","서울특별시 양천구 지양로7길 27 (신월동)","","","","평일 : 13:00~18:00 주말 : 휴관일","토일요일 법정휴일","작은도서관","37.5201912995336","126.831941394201","","","","","","",""
"672","꿈꾸는도서관","0002","양천구","서울특별시 양천구 신월로24길 19 상아아름아파트 B101","070-4755-3705","","","평일 : 10:00~17:00 주말 : 10:00~13:00","일요일 공휴일","작은도서관","37.57267143","127.0467838","","","20080312","","","",""
"2540","꿈자람작은도서관","0002","양천구","서울특별시 양천구 목동중앙남로16나길 55 목3동주민센터 2층","02-2654-3970","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00 토요일 : 10:00~13:00","일 법정공휴일","작은도서관","37.5447082","126.862234","","","","","","",""
"2541","넓은들 작은도서관","0002","양천구","서울특별시 양천구 남부순환로88길 5-7 현장민원실 1층","02-2618-1307","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00","토일법정공휴일","작은도서관","37.51143648","126.8415149","","","","","","",""
"2542","달마을작은도서관","0002","양천구","서울특별시 양천구 목동중앙본로 120 목2동주민센터 2층","02-2620-3979","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00 토요일 : 10:00~14:00","일 법정공휴일","작은도서관","37.54614282","126.8717009","","","","","","",""
"2543","달빛마을작은도서관","0002","양천구","서울특별시 양천구 남부순환로54길 5 신월3동주민센터 2층","02-2620-4108","","http://lib.yangcheon.go.kr/","평일 : 10:00~18:00","토일법정공휴일","작은도서관","37.5336237","126.8269021","","","","","","",""
"2544","마을도서관 (학마을2단지) - 장기휴관","0002","양천구","서울특별시 양천구 신정로14길 1(신정동) ","02-2696-8412","","","평일 : 14:00~17:00 주말 : 휴관일(장기휴관)","토요일일요일","작은도서관","37.5097494","126.8456957","","","","","","",""
"2545","마을속 도서관 나무그늘 (이펜3)","0002","양천구","서울특별시 양천구 신정이펜1로 50(신정동) ","070-7659-0851","","","평일 : 13:00~17:00 주말 : 13:00~17:00","일요일","작은도서관","37.51355896","126.8302587","","","","","","",""
"2546","목1동도서방","0002","양천구","서울특별시 양천구 목동서로 192 목1동주민센터 2층","02-2620-3947","","http://lib.yangcheon.go.kr/","평일 : 09:00~18:00","토요일 일요일공휴일","작은도서관","37.5303191","126.8690565","","","","","","",""
"1412","목마교육도서관","0002","양천구","서울특별시 양천구 목동서로 41 목5동주민센터","02-2652-8910","","http://lib.yangcheon.go.kr/","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 일요일 및 법정 공휴일","공공도서관","37.54250898","126.8721113","","도심 속의 자연을 느낄 수 있는 목동 목마공원 앞에 있는 목마작은 도서관은<P> 2009년 7월에 개관한 도서관으로서 서울시에서 선정한 작고 아름다운 도서관입니다.<P> 구민과 함께하는 열린공가으로서 지역이 사랑방 주민의 편안한 쉼터이고 싶습니다.<P>  도서관이 책을 통해 많은 지식과 정보를 제공하는 것 뿐만 아니라<P> 영아에서부터 어르신까지 지역주민 모두가 희망하고 참여할 수 있는<P> 다양한 교육문화프로그램을 운영함으로써<P> 평생 주민과 함께하는 문화공간으로 자리매김하기 위해 꾸준히<P> 노력하는 가는 작지만 큰 도서관 목마작은 도서관이 되겠습니다.<P>","20090701","","","",""
"656","미감도서관","0002","양천구","서울특별시 양천구 목동중앙남로 57-10(목동) 목사랑시장고객주차장 및 공유센터 3층","02-2652-5481","","http://lib.yangcheon.go.kr/","평일 : 09:00~18:00 주말 : 09:00~18:00","매주 일요일 및 법정 공휴일","공공도서관","37.5389681521143","126.865489157491","","","20000101","","","",""
"1763","방송통신심의위원회자료실","0002","양천구","서울특별시 양천구 목동동로 233 한국방송회관 17층 자료실","02-3219-5295","","http://booker.kocsc.or.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","","37.54111713","126.8690978","","","","","","",""
"651","방아다리문학도서관","0002","양천구","서울특별시 양천구 화곡로4길 10","02-2620-4149","","http://lib.yangcheon.go.kr/","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 일요일 및 법정 공휴일","공공도서관","37.53858309","126.8271748","","","20101215"," 서울시민 또는 서울 소재 직장 재직자 초등학생 이상 ","3권 이내 기본 14일 연기 7일","",""
"2547","사랑방문고 (이펜5)","0002","양천구","서울특별시 양천구 신정이펜1로 27(신정동) ","02-2602-0293","","","월수금 : 14:00~17:00 주말 : 휴관일","화목토일요일","작은도서관","37.51093167","126.8330706","","","","","","",""
"1487","새희망작은도서관","0002","양천구","서울특별시 양천구 지양로 96(신월동) ","02-2601-8291","","","평일 : 10:00~21:00 주말 : 10:00~15:00","없음","작은도서관","37.52345413","126.8319612","","","20140721","","","",""
"2548","생명샘 작은도서관","0002","양천구","서울특별시 양천구 목동중앙본로3길 10(목동) ","02-2653-1531","","","평일 : 10:00~17:00 주말 : 10:00~13:00","일요일","작은도서관","37.5391555","126.8688116","","","","","","",""
"15","서울특별시교육청양천도서관","0002","양천구","서울특별시 양천구 목동서로 113","02-2062-3900","","http://yclib.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","13주 목요일 및 법정공휴일","공공도서관","37.53349939","126.8757691","","<p> 	우리 양천도서관은 양천우체국과 파리공원 사이에 위치하고 있으며 1990년에 개관하여 양천구 및 인근 지역 주민을 대상으로 다양한 서비스를 제공하고 있다.","19900709","- 가입대상 : 서울특별시 거주 시민 - 가입방법(구비서류) : 일반인(중학생이상)은 현주소 기재된 신분증                        유아 및 어린이는 주민등록 등본 또는 의료보험증과 부모님 신분증(현주소 기재)","1회 3권 14일간 (회원가입일부터 대출 가능)","- 버스 : ① 5단지 C상가 하차               간선버스(파랑) : 163 571 603               지선버스(초록) : 6624 6637            ② 3단지 하차               간선버스(파랑) : 163 571 603               지선버스(초록) : 6627 6637               마을버스 : 양천01 양천02   - 지하철 : ① 5호선 오목교역 2번출구 목동운동장 파리공원 방향                 (도보 15분 2정거장)              ② 2호선 영등포구청역 4번 출구 (지선버스 6637 3단지 하차)","5층   제3배움방 제4배움방 제5배움방  4층   정보마당실 제2열린학습실 하늘정원   3층   정보자료과 제1열린학습실 하늘정원   2층   관장실 행정지원과 책누리실 학교도서관지원과 다모아방 전시실  1층   문화활동지원과 꿈동산실 안내 모새미연실 매점 순회문고  지하  제1배움방 제2배움방 기계실 청소용역실  기타  주차장/자전거 보관대 물품보관/사물함 휴게실"
"2689","소담 작은도서관","0002","양천구","서울특별시 양천구 목동중앙본로20길 61(목동) 102호","02-6080-2017","","","평일 : 09:00~18:00 주말 : 휴관일","토일요일 법정휴일","작은도서관","37.5409872782093","126.872460523355","","","","","","",""
"2549","숲 속 북카페","0002","양천구","서울특별시 양천구 신정로 110(신정동) ","02-2060-6913","","","평일 : 10:00~18:00 주말 : 휴관일","토일요일 법정휴일","작은도서관","37.5060181","126.8360553","","","","","","",""
"660","신월6동도서방","0002","양천구","서울특별시 양천구 신남3길 6 신월6동주민센터","02-2620-4161","","http://lib.yangcheon.or.kr/","평일 : 09:00~18:00 주말 : 09:00~13:00","일요일 법정공휴일","작은도서관","37.5145457628374","126.840960666501","","","19991119","","","",""
"661","신월7동도서방","0002","양천구","서울특별시 양천구 남부순환로70길 16-3 신월7동주민센터 남부순환로 70길 16-3","02-2698-8338","","http://lib.yangcheon.or.kr/","평일 : 09:00~18:00 주말 : 09:00~12:00","일요일공휴일","작은도서관","37.52187649","126.8347047","","","20001026","","","",""
